,Restaurant,Location,City,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
1571,ID_1524,"Yerawada, Pune, Maharashtra",Pune,Chinese,400,50,4.1,2133,981,45
1572,ID_8438,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Burger, Fast Food, Beverages, Sandwich, Wraps",200,50,3.9,121,43,45
1573,ID_2483,"Sector 1, Noida",Noida,"North Indian, Fast Food, Biryani, Rolls, Wraps",250,50,4.0,206,68,65
1574,ID_1728,"Delhi Administration Flats, Timarpur",Delhi,"North Indian, Chinese, Continental, Fast Food, Pizza",250,50,-,-,-,30
1575,ID_6974,Majestic,Bangalore,South Indian,100,50,-,-,-,30
1576,ID_6170,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,"Fast Food, Pizza",150,50,NEW,-,-,30
1577,ID_7493,"Sector 1, Noida",Noida,"North Indian, Chinese, South Indian",200,50,3.0,5,2,30
1578,ID_41,"Sector 1, Noida",Noida,"Pizza, Fast Food",100,50,3.1,7,3,30
1579,ID_670,Delhi University-GTB Nagar,Delhi,"Bihari, North Indian",100,50,3.0,4,-,30
1580,ID_3798,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Fast Food, Beverages",50,99,3.4,15,8,45
1581,ID_1497,"Nathan Road, Mangaldas Road, Pune",Pune,"North Indian, Chinese",200,50,3.7,324,125,30
1582,ID_3031,"FTI College, Law College Road, Pune",Pune,"Chinese, North Indian, Continental, Beverages",300,50,4.0,644,325,30
1583,ID_4549,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,South Indian,250,50,3.6,19,4,30
1584,ID_261,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Biryani, North Indian",150,50,3.6,51,11,30
1585,ID_4287,"Sector 63A,Gurgaon",Gurgaon,Mughlai,200,50,-,-,-,30
1586,ID_4600,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Continental, Asian",600,50,4.0,305,210,30
1587,ID_8240,Mumbai Central,Mumbai,"North Indian, Chinese, Mughlai",250,99,4.0,551,310,45
1588,ID_6706,Mumbai Central,Mumbai,"South Indian, Fast Food, North Indian, Chinese, Biryani",300,50,3.6,294,58,45
1589,ID_7479,"Sector 14, Noida",Noida,"Thai, Salad, Seafood",400,99,4.1,88,43,45
1590,ID_3133,"Sector 1, Noida",Noida,"North Indian, Mughlai, Biryani",400,50,4.3,217,145,30
1591,ID_1426,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese",200,50,3.4,96,61,45
1592,ID_5885,"Delhi Administration Flats, Timarpur",Delhi,North Indian,150,50,3.5,-,-,30
1593,ID_6879,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, South Indian, Chinese, Fast Food, Mithai",200,50,3.9,224,147,30
1594,ID_7185,"Sandhurst Road, Mumbai CST Area",Mumbai,"North Indian, South Indian, Fast Food, Chinese",400,50,4.2,1256,925,30
1595,ID_6636,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Mithai, Street Food",100,50,4.0,205,49,30
1596,ID_4102,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,Ice Cream,100,50,NEW,-,-,30
1597,ID_3438,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,Paan,100,50,3.5,21,12,30
1598,ID_1297,"Nathan Road, Mangaldas Road, Pune",Pune,"Chinese, North Indian, Fast Food",200,50,3.4,42,14,45
1599,ID_684,Majestic,Bangalore,"Arabian, Chinese, Continental",200,50,NEW,-,-,30
1600,ID_7740,"Chandni Chowk, Kolkata",Kolkata,"South Indian, Beverages",150,50,3.7,108,80,30
1601,ID_2150,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Chinese, Seafood",200,50,3.7,30,10,30
1602,ID_1329,"Sector 1, Noida",Noida,"Bakery, Desserts",150,50,4.3,196,109,45
1603,ID_6610,"Delhi Administration Flats, Timarpur",Delhi,"Fast Food, Beverages",250,50,4.3,913,751,30
1604,ID_936,Mumbai Central,Mumbai,Biryani,150,50,3.7,279,90,65
1605,ID_3846,"Nathan Road, Mangaldas Road, Pune",Pune,"Biryani, North Indian, Rolls, Kashmiri, Mughlai",300,50,3.9,195,117,45
1606,ID_152,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Seafood, Biryani",250,50,3.5,893,196,30
1607,ID_4833,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Chinese, Momos, Seafood",250,50,4.0,1016,437,30
1608,ID_2576,"Gora Bazar, Rajbari, North Dumdum, Kolkata",Kolkata,"North Indian, Chinese",100,50,-,-,-,30
1609,ID_6869,"Delhi Administration Flats, Timarpur",Delhi,North Indian,100,50,4.0,81,42,30
1610,ID_2668,"D-Block, Sector 63, Noida",Noida,"North Indian, Mughlai, Chinese",250,50,NEW,-,-,30
1611,ID_5054,"Sector 1, Noida",Noida,"Portuguese, Wraps, Burger, Salad",500,50,4.1,835,593,45
1612,ID_7893,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Seafood, Biryani, Kerala",400,50,3.9,276,59,45
1613,ID_3543,Delhi Cantt.,Delhi,"Ice Cream, Fast Food",150,50,3.5,24,12,30
1614,ID_4716,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Pizza, Fast Food",200,50,3.9,108,60,30
1615,ID_8080,"Delhi Administration Flats, Timarpur",Delhi,North Indian,250,50,3.8,89,54,30
1616,ID_7743,"Dockyard Road, Mumbai CST Area",Mumbai,Ice Cream,100,50,4.0,84,40,30
1617,ID_3795,Majestic,Bangalore,"Bakery, Desserts",150,50,3.4,5,1,30
1618,ID_5488,"Delhi High Court, India Gate",Delhi,Pizza,350,50,NEW,-,-,30
1619,ID_7295,"Sector 63A,Gurgaon",Gurgaon,"Bakery, Desserts",150,50,3.7,45,30,45
1620,ID_4822,"MG Road, Pune",Pune,"Momos, Tibetan, Beverages",100,50,4.5,647,251,30
1621,ID_2977,"Panjetan Colony, Malakpet, Hyderabad",Hyderabad,South Indian,150,99,4.1,1008,245,45
1622,ID_5180,Delhi University-GTB Nagar,Delhi,North Indian,200,50,3.3,12,-,30
1623,ID_8144,"MG Road, Pune",Pune,Desserts,100,50,NEW,-,-,30
1624,ID_4449,"Delhi High Court, India Gate",Delhi,"North Indian, Chinese, Fast Food",150,50,2.9,83,35,45
1625,ID_2795,"Moulali, Kolkata",Kolkata,"Desserts, Bakery, Beverages",150,50,3.9,77,37,30
1626,ID_5312,Delhi University-GTB Nagar,Delhi,"North Indian, Rolls",150,50,3.8,229,64,45
1627,ID_5919,"Rmz Centennial, I Gate, Whitefield",Bangalore,"North Indian, Charcoal Chicken, Fast Food, Mughlai, Biryani, Kebab",200,50,3.8,25,13,30
1628,ID_1069,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,Cafe,300,50,2.9,61,26,65
1629,ID_4173,"Delhi Administration Flats, Timarpur",Delhi,Ice Cream,100,50,3.9,166,79,45
1630,ID_28,"Sector 14, Noida",Noida,Bakery,100,50,4.1,205,116,45
1631,ID_8619,Majestic,Bangalore,"Biryani, North Indian, Sandwich, Juices",150,50,3.2,15,7,30
1632,ID_7727,"Raja Bazar, Kolkata",Kolkata,"Bengali, Chinese, North Indian",150,50,3.1,5,-,30
1633,ID_6412,"Yerawada, Pune, Maharashtra",Pune,"Healthy Food, Salad",350,50,4.3,523,206,65
1634,ID_3859,"Sector 14, Noida",Noida,"Cafe, Italian, Continental, Bakery",400,50,4.3,343,292,45
1635,ID_1579,"Sector 63A,Gurgaon",Gurgaon,"North Indian, Chinese",250,50,4.0,503,238,45
1636,ID_550,Mumbai Central,Mumbai,"North Indian, Chinese",200,50,3.2,20,8,30
1637,ID_4793,Mumbai Central,Mumbai,Sandwich,100,50,3.5,44,4,45
1638,ID_476,Majestic,Bangalore,"Chinese, North Indian, South Indian, Fast Food",200,50,3.2,4,-,30
1639,ID_3699,"Tiretti, Kolkata",Kolkata,"North Indian, South Indian",100,50,3.4,243,73,65
1640,ID_4503,"Sandhurst Road, Mumbai CST Area",Mumbai,"North Indian, South Indian",150,50,3.9,190,27,45
1641,ID_4278,"Sector 14, Noida",Noida,North Indian,150,50,3.7,110,62,30
1642,ID_574,"Sandhurst Road, Mumbai CST Area",Mumbai,Chinese,100,50,-,-,-,30
1643,ID_5043,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Biryani, Chinese, North Indian",100,50,3.7,28,7,30
1644,ID_7268,"FTI College, Law College Road, Pune",Pune,"North Indian, South Indian, Street Food",100,50,3.2,11,2,30
1645,ID_529,"Tiretti, Kolkata",Kolkata,"North Indian, Chinese",100,50,3.7,564,72,45
1646,ID_4732,"Babarpur, New Delhi, Delhi",Delhi,Beverages,100,50,3.4,14,4,30
1647,ID_2165,"Rmz Centennial, I Gate, Whitefield",Bangalore,"North Indian, Chinese, Mughlai, Biryani, Beverages",250,50,3.5,37,15,30
1648,ID_6600,"D-Block, Sector 63, Noida",Noida,"North Indian, Mughlai, Chinese",200,99,3.7,164,84,65
1649,ID_1098,"Sector 14, Noida",Noida,North Indian,100,0,2.7,427,225,65
1650,ID_5334,"Sector 3, Marathalli",Bangalore,"North Indian, Chinese, Odia",200,50,3.3,76,29,30
1651,ID_7275,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"South Indian, North Indian, Chinese",150,50,4.0,929,160,45
1652,ID_3034,"Sandhurst Road, Mumbai CST Area",Mumbai,Fast Food,100,50,3.3,7,5,30
1653,ID_1671,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,"Fast Food, Beverages",150,50,3.4,19,3,30
1654,ID_3857,"D-Block, Sector 63, Noida",Noida,"Chinese, Fast Food, North Indian, Continental",300,50,NEW,-,-,30
1655,ID_845,"D-Block, Sector 63, Noida",Noida,"Mithai, Street Food",150,50,3.8,112,19,30
1656,ID_236,Pune University,Pune,"North Indian, Maharashtrian",200,50,3.5,34,21,45
1657,ID_4609,"Dockyard Road, Mumbai CST Area",Mumbai,"Street Food, Fast Food",150,50,3.4,20,16,30
1658,ID_7184,"Delhi High Court, India Gate",Delhi,"Wraps, Healthy Food, Sandwich, Salad",150,50,3.5,264,131,65
1659,ID_390,"Yerawada, Pune, Maharashtra",Pune,"Biryani, Chinese, North Indian",200,50,2.6,61,32,65
1660,ID_3152,"Gora Bazar, Rajbari, North Dumdum, Kolkata",Kolkata,Beverages,50,50,-,-,-,30
1661,ID_207,"Babarpur, New Delhi, Delhi",Delhi,"Mithai, Chinese, South Indian",100,50,2.9,24,4,30
1662,ID_1532,"Sector 1, Noida",Noida,"Chinese, Fast Food",150,50,3.5,187,65,30
1663,ID_884,"D-Block, Sector 63, Noida",Noida,"Biryani, North Indian",350,50,3.4,45,20,30
1664,ID_3826,"Sector 14, Noida",Noida,North Indian,100,50,3.6,16,4,30
1665,ID_1906,"Delhi Administration Flats, Timarpur",Delhi,"Beverages, Juices",100,50,NEW,-,-,30
1666,ID_2398,"Sandhurst Road, Mumbai CST Area",Mumbai,"Italian, Mexican",550,50,4.3,748,387,30
1667,ID_6757,"MG Road, Pune",Pune,"Sandwich, Beverages, Fast Food",200,50,3.2,5,2,30
1668,ID_3579,"D-Block, Sector 63, Noida",Noida,North Indian,200,50,3.2,6,2,30
1669,ID_1882,"FTI College, Law College Road, Pune",Pune,"Seafood, Mughlai, North Indian",250,50,-,-,-,30
1670,ID_3367,"FTI College, Law College Road, Pune",Pune,North Indian,200,50,3.6,26,7,30
1671,ID_3636,"Sector 63A,Gurgaon",Gurgaon,North Indian,400,50,3.8,36,23,65
1672,ID_335,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Fast Food, Street Food",100,50,3.3,6,1,30
1673,ID_785,Delhi University-GTB Nagar,Delhi,"Mithai, Street Food",100,50,3.7,44,10,30
1674,ID_7987,"Sector 63A,Gurgaon",Gurgaon,"Biryani, North Indian, Mughlai",450,99,4.0,1104,681,65
1675,ID_1457,"Delhi High Court, India Gate",Delhi,"North Indian, Mughlai",200,50,3.0,4,1,30
1676,ID_8403,"Rmz Centennial, I Gate, Whitefield",Bangalore,Desserts,150,50,3.5,12,9,45
1677,ID_8242,"Sector 1, Noida",Noida,"North Indian, Fast Food",150,50,2.7,31,15,45
1678,ID_6591,"Sector 1, Noida",Noida,North Indian,100,50,3.5,66,15,45
1679,ID_7693,"Moulali, Kolkata",Kolkata,"Cafe, Italian, Chinese, Fast Food, North Indian, Beverages",500,50,4.1,1801,965,30
1680,ID_6018,Mumbai Central,Mumbai,"North Indian, Chinese, South Indian",200,99,3.8,219,97,45
1681,ID_7184,Delhi Cantt.,Delhi,"Wraps, Healthy Food, Sandwich, Salad",150,0,3.8,428,133,65
1682,ID_5253,"Delhi Administration Flats, Timarpur",Delhi,"Ice Cream, Beverages, Fast Food",250,50,3.5,52,10,30
1683,ID_4298,"Sandhurst Road, Mumbai CST Area",Mumbai,"Salad, Beverages, Healthy Food, Desserts",200,50,3.5,36,24,65
1684,ID_4157,"FTI College, Law College Road, Pune",Pune,"European, Italian, Continental, Salad, Beverages",600,50,4.0,646,370,45
1685,ID_5902,"D-Block, Sector 63, Noida",Noida,North Indian,250,50,3.6,217,57,45
1686,ID_8094,Delhi University-GTB Nagar,Delhi,"North Indian, Chinese",200,50,2.8,6,1,30
1687,ID_6087,"Yerawada, Pune, Maharashtra",Pune,"North Indian, Chinese, Street Food",200,50,-,-,-,30
1688,ID_1946,"D-Block, Sector 63, Noida",Noida,"Continental, Thai, Italian, Salad",350,50,3.9,1298,450,65
1689,ID_6764,"Delhi Administration Flats, Timarpur",Delhi,"South Indian, Chinese",100,50,3.6,67,17,30
1690,ID_7206,"Delhi Administration Flats, Timarpur",Delhi,"Desserts, Beverages",200,50,-,-,-,30
1691,ID_1020,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Sandwich, Fast Food, North Indian, Street Food, Maharashtrian, Beverages",150,50,3.6,16,6,30
1692,ID_3824,"Dockyard Road, Mumbai CST Area",Mumbai,North Indian,200,50,3.9,363,163,30
1693,ID_8200,"Sector 1, Noida",Noida,"North Indian, Mughlai, Chinese",250,50,3.8,345,154,65
1694,ID_4216,"Delhi Administration Flats, Timarpur",Delhi,"Pizza, Fast Food",200,50,4.0,123,61,30
1695,ID_2551,"Sector 1, Noida",Noida,"Fast Food, Pizza",150,50,2.9,7,3,30
1696,ID_2964,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese",200,50,3.7,123,62,45
1697,ID_2298,Majestic,Bangalore,"Cafe, Desserts",300,50,4.3,716,382,45
1698,ID_4914,"MG Road, Pune",Pune,"Mughlai, North Indian, Biryani, Kebab",350,50,3.8,494,294,45
1699,ID_6653,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"South Indian, North Indian, Chinese",200,50,3.8,551,53,45
1700,ID_3660,Delhi University-GTB Nagar,Delhi,"American, Italian, Cafe, Salad",250,50,4.2,943,580,45
1701,ID_3959,"Yerawada, Pune, Maharashtra",Pune,Kerala,100,50,3.5,42,7,30
1702,ID_6619,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Beverages, Rolls, Sandwich",100,50,NEW,-,-,30
1703,ID_4176,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Cafe, Fast Food, Beverages",100,50,3.8,433,201,45
1704,ID_1242,"FTI College, Law College Road, Pune",Pune,Fast Food,150,50,3.3,19,6,30
1705,ID_7017,"Sector 1, Noida",Noida,North Indian,100,50,3.1,5,-,30
1706,ID_3783,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Beverages, Juices, Fast Food",100,50,3.9,51,24,30
1707,ID_4972,"FTI College, Law College Road, Pune",Pune,"Chinese, Fast Food, South Indian, North Indian",150,50,-,-,-,45
1708,ID_4373,"Nathan Road, Mangaldas Road, Pune",Pune,Bakery,200,50,3.9,139,74,30
1709,ID_5360,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Finger Food, American, Continental, Burger, Pizza",600,50,4.0,635,214,45
1710,ID_4307,Delhi University-GTB Nagar,Delhi,"North Indian, Fast Food, Chinese",350,50,4.3,269,173,30
1711,ID_7374,"Babarpur, New Delhi, Delhi",Delhi,"North Indian, Chinese",100,50,3.3,19,7,30
1712,ID_3670,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Chinese",100,50,3.7,120,55,20
1713,ID_5852,"MG Road, Pune",Pune,"Bar Food, Asian, North Indian, Italian",650,50,4.0,1372,609,30
1714,ID_1965,"FTI College, Law College Road, Pune",Pune,Biryani,150,50,3.2,10,5,30
1715,ID_334,Delhi University-GTB Nagar,Delhi,"Fast Food, Chinese",100,50,3.3,11,1,45
1716,ID_1149,"D-Block, Sector 63, Noida",Noida,"Fast Food, Burger, Chinese, Beverages",150,50,3.3,15,6,30
1717,ID_8648,"MG Road, Pune",Pune,"Cafe, Sushi, Continental, Italian",350,50,4.3,193,90,30
1718,ID_2008,"MG Road, Pune",Pune,"Mithai, North Indian, Chinese, South Indian, Street Food, Italian, Desserts, Beverages",200,50,3.9,155,59,30
1719,ID_6714,Delhi University-GTB Nagar,Delhi,North Indian,100,50,3.7,110,18,30
1720,ID_1823,"Sector 1, Noida",Noida,North Indian,350,50,3.7,83,46,45
1721,ID_5499,"Rmz Centennial, I Gate, Whitefield",Bangalore,"North Indian, South Indian, Chinese, Bengali, Odia, Biryani, Beverages",150,50,3.5,45,29,45
1722,ID_1730,"Sandhurst Road, Mumbai CST Area",Mumbai,"Chinese, Fast Food",100,50,2.8,9,3,30
1723,ID_7691,"Delhi High Court, India Gate",Delhi,"North Indian, Fast Food",100,50,-,-,-,30
1724,ID_663,"Yerawada, Pune, Maharashtra",Pune,"Bakery, Desserts",100,50,-,-,-,30
1725,ID_7785,"Delhi Administration Flats, Timarpur",Delhi,"Fast Food, Chinese",200,50,NEW,-,-,30
1726,ID_153,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Biryani, Chinese",250,50,3.3,6,-,30
1727,ID_38,"Delhi High Court, India Gate",Delhi,"Italian, Pizza, Salad, Lebanese",500,99,3.9,452,243,45
1728,ID_2483,Majestic,Bangalore,"Fast Food, North Indian, Biryani, Rolls, Wraps",200,50,4.0,233,105,65
1729,ID_4914,"Nathan Road, Mangaldas Road, Pune",Pune,"Mughlai, North Indian, Biryani, Kebab",350,50,3.8,494,294,45
1730,ID_2331,Delhi Cantt.,Delhi,"South Indian, Chinese",100,50,3.5,19,7,30
1731,ID_8282,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Biryani, Chinese, North Indian",200,50,3.3,4,2,30
1732,ID_8372,"Dockyard Road, Mumbai CST Area",Mumbai,"Chinese, North Indian, Mughlai",200,50,3.7,172,70,45
1733,ID_5155,"Babarpur, New Delhi, Delhi",Delhi,"Pizza, Fast Food",150,50,-,-,-,30
1734,ID_4782,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Healthy Food, Lucknowi, Awadhi, Biryani",200,50,3.9,28,21,30
1735,ID_8187,"Nathan Road, Mangaldas Road, Pune",Pune,Fast Food,200,50,3.8,80,35,30
1736,ID_8465,"D-Block, Sector 63, Noida",Noida,"Bakery, Fast Food",150,50,-,-,-,30
1737,ID_3431,Majestic,Bangalore,Desserts,100,50,-,-,-,30
1738,ID_1298,"FTI College, Law College Road, Pune",Pune,"Tea, Beverages, Fast Food",100,50,3.7,35,4,30
1739,ID_4188,"Sector 14, Noida",Noida,"Chinese, Fast Food, North Indian, Healthy Food",250,0,3.6,66,18,30
1740,ID_7089,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"South Indian, North Indian, Chinese, Street Food",150,50,3.9,94,29,30
1741,ID_2833,"Musi Nagar, Malakpet, Hyderabad",Hyderabad,Mithai,100,50,4.1,551,24,30
1742,ID_158,"FTI College, Law College Road, Pune",Pune,"American, Beverages, Burger, Cafe, Coffee, Desserts, Fast Food, Pizza",100,50,NEW,-,-,30
1743,ID_981,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Cafe, Salad, Italian, American, Bakery, Beverages",400,50,4.5,879,518,45
1744,ID_6699,"Chandni Chowk, Kolkata",Kolkata,Beverages,100,50,4.1,139,70,30
1745,ID_3934,"D-Block, Sector 63, Noida",Noida,"North Indian, Rolls",200,50,4.0,82,53,30
1746,ID_1521,Mumbai Central,Mumbai,"Tea, Fast Food",100,50,3.3,12,6,30
1747,ID_6488,Delhi Cantt.,Delhi,"North Indian, Fast Food",200,50,3.4,25,2,30
1748,ID_9,"Nathan Road, Mangaldas Road, Pune",Pune,"Finger Food, European, North Indian, Mughlai",800,50,3.8,840,399,45
1749,ID_6845,"MG Road, Pune",Pune,"North Indian, Chinese",400,50,4.0,387,158,45
1750,ID_3143,Delhi University-GTB Nagar,Delhi,North Indian,100,50,3.7,107,32,30
1751,ID_2394,"Sector 3, Marathalli",Bangalore,Street Food,100,50,4.0,329,131,65
1752,ID_5000,"Sector 3, Marathalli",Bangalore,North Indian,100,50,2.9,13,10,30
1753,ID_2473,"Delhi High Court, India Gate",Delhi,"Chinese, Tibetan, Thai",250,50,2.9,17,2,45
1754,ID_8411,"Sector 1, Noida",Noida,"Cafe, Fast Food, Desserts",100,50,3.2,7,2,30
1755,ID_7759,Delhi University-GTB Nagar,Delhi,South Indian,200,50,4.1,416,225,30
1756,ID_6896,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Cafe, Bakery, Italian",250,50,3.9,902,362,30
1757,ID_1721,"Sector 1, Noida",Noida,"Chinese, Rolls",250,50,-,-,-,30
1758,ID_2861,"Sector 63A,Gurgaon",Gurgaon,North Indian,250,50,3.6,91,71,65
1759,ID_2521,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Mediterranean, Pizza, Italian, Beverages",600,50,4.4,467,262,65
1760,ID_3374,"Musi Nagar, Malakpet, Hyderabad",Hyderabad,North Indian,200,50,3.2,11,3,30
1761,ID_1902,"Sector 14, Noida",Noida,"Chinese, Thai",450,50,3.4,20,6,45
1762,ID_3223,"D-Block, Sector 63, Noida",Noida,"Pizza, Burger, Fast Food",200,50,3.8,39,29,30
1763,ID_3887,"Yerawada, Pune, Maharashtra",Pune,"Chinese, North Indian, South Indian, Fast Food, Street Food",200,50,3.5,14,8,30
1764,ID_2550,Mumbai Central,Mumbai,"Gujarati, Rajasthani, Maharashtrian",500,50,3.6,1057,626,45
1765,ID_6943,"Sector 63A,Gurgaon",Gurgaon,Chinese,200,50,3.7,47,25,30
1766,ID_6017,"D-Block, Sector 63, Noida",Noida,Chinese,150,50,NEW,-,-,30
1767,ID_5830,"Sector 1, Noida",Noida,North Indian,100,50,NEW,-,-,30
1768,ID_4713,"MG Road, Pune",Pune,Street Food,100,50,3.2,6,4,30
1769,ID_1537,"Rmz Centennial, I Gate, Whitefield",Bangalore,Street Food,100,50,3.9,36,18,30
1770,ID_3833,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,South Indian,50,50,3.7,22,8,30
1771,ID_6541,Majestic,Bangalore,"North Indian, South Indian, Chinese, Beverages",150,50,3.9,390,44,45
1772,ID_5398,Mumbai Central,Mumbai,"North Indian, Continental, Chinese, Italian",600,50,4.4,257,172,30
1773,ID_378,"D-Block, Sector 63, Noida",Noida,"Biryani, North Indian, South Indian, Fast Food",150,50,NEW,-,-,10
1774,ID_3969,Delhi University-GTB Nagar,Delhi,"Beverages, Desserts",200,50,4.0,182,104,45
1775,ID_864,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Biryani, North Indian, Seafood, Chinese",200,50,-,-,-,30
1776,ID_7643,"D-Block, Sector 63, Noida",Noida,Chinese,200,50,3.1,15,12,65
1777,ID_1631,"Sector 14, Noida",Noida,"Asian, Thai, Japanese, Chinese, Momos",600,50,4.2,1473,849,65
1778,ID_1813,Delhi University-GTB Nagar,Delhi,"Beverages, Ice Cream, Desserts",100,50,3.7,72,29,30
1779,ID_2108,"D-Block, Sector 63, Noida",Noida,"Biryani, Hyderabadi",150,50,3.4,49,19,30
1780,ID_2601,"Moulali, Kolkata",Kolkata,"Bakery, Desserts, Sandwich",150,50,4.1,4606,2311,45
1781,ID_6514,"Delhi Administration Flats, Timarpur",Delhi,"Fast Food, Beverages",200,50,4.0,143,112,30
1782,ID_1857,"Delhi High Court, India Gate",Delhi,"North Indian, Biryani",150,50,3.1,6,1,30
1783,ID_3118,"Babarpur, New Delhi, Delhi",Delhi,"Rolls, Beverages",100,50,NEW,-,-,45
1784,ID_5556,"D-Block, Sector 63, Noida",Noida,North Indian,150,50,3.5,30,4,30
1785,ID_8298,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Cafe, Tea",200,50,3.6,9,3,30
1786,ID_6558,Delhi Cantt.,Delhi,Ice Cream,100,50,NEW,-,-,30
1787,ID_2112,Mumbai Central,Mumbai,"Mughlai, North Indian, Chinese",450,200,3.8,2534,1336,65
1788,ID_5054,"Sector 14, Noida",Noida,"Portuguese, Wraps, Burger, Salad",500,50,4.1,835,593,45
1789,ID_4190,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Kerala, South Indian",100,50,3.3,159,24,30
1790,ID_2794,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Beverages, Desserts, Ice Cream",200,50,4.1,289,181,30
1791,ID_5113,"Sector 63A,Gurgaon",Gurgaon,"Fast Food, Momos, Rolls",100,50,-,-,-,30
1792,ID_3459,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Chinese, Thai",250,50,3.7,80,60,30
1793,ID_6019,"Sector 1, Noida",Noida,North Indian,150,50,3.0,8,2,30
1794,ID_8422,"D-Block, Sector 63, Noida",Noida,"Beverages, Desserts",250,50,2.8,23,17,30
1795,ID_3776,"Sector 1, Noida",Noida,"Juices, Fast Food",200,99,3.6,73,51,45
1796,ID_6511,Mumbai Central,Mumbai,"Street Food, Beverages",100,50,3.9,4438,2576,45
1797,ID_2693,"Sector 1, Noida",Noida,"North Indian, Chinese, Mughlai, Momos",200,0,3.8,551,173,65
1798,ID_1650,"Delhi High Court, India Gate",Delhi,"North Indian, Mughlai, Chinese, Kebab",600,50,4.3,906,569,45
1799,ID_5708,Delhi University-GTB Nagar,Delhi,"Pizza, Fast Food",400,50,3.8,630,240,30
1800,ID_4240,"Chandni Chowk, Kolkata",Kolkata,Fast Food,100,50,-,-,-,30
1801,ID_2920,"Moulali, Kolkata",Kolkata,"Chinese, North Indian",150,50,NEW,-,-,30
